City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,sampang,-7.1872,113.2394,25.73,86,100,2.44,ID,1679699187
356,provins,48.5833,3.1667,8.86,77,91,8.96,FR,1679699187
357,shambu,9.5667,37.1,13.68,25,58,0.27,ET,1679699188
358,narsaq,60.9167,-46.05,-2.88,87,93,2.93,GL,1679698997
359,changde,29.0464,111.6783,7.69,83,100,1.31,CN,1679699189
360,faanui,-16.4833,-151.75,28.0,76,17,5.33,PF,1679699190
361,goderich,43.7501,-81.7165,1.18,75,100,4.63,CA,1679699186
362,saint-joseph,-21.3667,55.6167,23.21,81,96,1.12,RE,1679699190
363,bardiyah,31.7561,25.0865,15.68,82,100,7.98,LY,1679699191
364,linkoping,58.4109,15.6216,6.43,89,100,8.75,SE,1679699191
365,taft,31.7471,54.2088,9.97,37,0,1.03,IR,1679699192
366,hobyo,5.3505,48.5268,27.79,79,16,5.69,SO,1679699192
367,iracoubo,5.4802,-53.2011,24.95,85,100,3.98,GF,1679699193
368,saint-georges,12.0564,-61.7485,25.82,78,20,4.63,GD,1679699170
369,mount isa,-20.7333,139.5,26.87,54,0,1.03,AU,1679699194
370,kuryk,43.2,51.65,10.99,69,46,3.58,KZ,1679699195
371,clyde river,70.4692,-68.5914,-26.87,69,0,1.54,CA,1679699195
372,nome,64.5011,-165.4064,-15.47,85,100,5.66,US,1679699196
373,nouadhibou,20.931,-17.0347,21.99,73,2,7.2,MR,1679699196
374,atchison,39.563,-95.1216,10.85,57,93,4.98,US,1679699198
375,bambanglipuro,-7.95,110.2833,25.08,88,97,1.31,ID,1679699198
376,nagato,34.3833,131.2,11.06,82,100,9.31,JP,1679699200
377,banjar,-8.19,114.9675,25.27,88,100,0.97,ID,1679699201
378,orange cove,36.6244,-119.3137,16.0,51,40,4.63,US,1679699201
379,buluang,13.3068,123.3425,25.28,89,24,1.29,PH,1679699201
380,port blair,11.6667,92.75,25.47,82,33,2.33,IN,1679699202
381,zalantun,48.0,122.7167,-5.04,51,98,2.58,CN,1679699202
382,bereznik,62.8551,42.7072,-3.82,92,100,2.66,RU,1679699203
383,tambopata,-12.7333,-69.1833,22.94,94,75,1.54,PE,1679699203
384,kot diji,27.3427,68.7083,17.01,27,3,3.42,PK,1679699203
385,ust-omchug,61.15,149.6333,-27.67,93,58,2.25,RU,1679699204
386,langsa,4.4683,97.9683,22.79,95,88,1.3,ID,1679699204
387,limbang,4.75,115.0,24.06,97,98,0.6,MY,1679699205
388,eyrarbakki,63.863,-21.1481,-2.66,54,31,6.75,IS,1679699206
389,kirakira,-10.4544,161.9205,27.95,80,100,4.08,SB,1679699206
390,along,28.1667,94.7667,13.69,93,79,0.65,IN,1679699206
391,santiago,-33.4569,-70.6483,30.69,17,0,8.23,CL,1679699044
392,panguna,-6.3164,155.4848,26.01,56,89,1.67,PG,1679699207
393,domna,51.8971,113.1573,-18.91,76,23,0.0,RU,1679699207
394,ossora,59.2353,163.0719,-14.56,91,100,13.51,RU,1679699208
395,manaure,11.7751,-72.4445,28.16,61,62,9.44,CO,1679699208
396,vanimo,-2.6741,141.3028,24.12,92,100,3.54,PG,1679699209
397,cambridge,43.3601,-80.3127,5.21,51,0,1.54,CA,1679698683
398,gat,31.61,34.7642,23.55,50,83,0.86,IL,1679699133
399,visnes,59.3556,5.2242,6.23,93,100,3.09,NO,1679699209
400,marsa matruh,31.3525,27.2453,16.11,88,40,5.14,EG,1679699182
401,araouane,18.9048,-3.5265,24.56,12,0,5.27,ML,1679699210
402,lakatoro,-16.0999,167.4164,26.45,81,100,1.18,VU,1679699210
403,sibolga,1.7427,98.7792,24.25,91,100,1.05,ID,1679699211
404,hegang,47.4,130.3667,-3.45,39,15,1.73,CN,1679699211
405,nanchong,30.7951,106.0847,10.08,91,100,1.76,CN,1679699211
406,fayetteville,35.0527,-78.8784,28.61,38,0,5.66,US,1679698970
407,boa vista,2.8197,-60.6733,30.99,48,0,2.57,BR,1679699212
408,grindavik,63.8424,-22.4338,-1.74,64,20,7.2,IS,1679699212
409,shimoda,34.6667,138.95,10.06,91,100,9.34,JP,1679699213
410,kenai,60.5544,-151.2583,2.3,73,0,10.8,US,1679699213
411,wageningen,51.9667,5.6667,10.05,84,75,7.72,NL,1679699214
412,umm lajj,25.0213,37.2685,23.84,41,13,6.23,SA,1679699214
413,eyl,7.9803,49.8164,26.91,82,19,5.29,SO,1679699075
414,lerwick,60.1545,-1.1494,5.0,67,100,11.7,GB,1679699214
415,korhogo,9.45,-5.6333,26.82,54,40,2.75,CI,1679699215
416,banda aceh,5.5577,95.3222,25.67,83,100,1.62,ID,1679699215
417,bom jardim,-7.7958,-35.5872,23.12,89,82,2.6,BR,1679699161
418,sabang,5.8933,95.3214,27.6,74,100,2.66,ID,1679699216
419,tirumullaivasal,11.2333,79.8333,25.96,83,97,3.78,IN,1679699216
420,iwaki,37.05,140.8833,10.01,86,100,0.45,JP,1679699217
421,arlit,18.7369,7.3853,24.6,20,8,4.42,NE,1679699217
422,vila velha,-20.3297,-40.2925,26.08,88,20,2.06,BR,1679699202
423,kamakwie,9.5,-12.2333,26.27,59,24,2.5,SL,1679699218
424,waitara,-38.925,174.25,17.22,67,100,4.49,NZ,1679699218
425,pervomayskoye,43.919,46.7102,10.36,60,65,2.32,RU,1679699220
426,sisimiut,66.9395,-53.6735,-15.94,92,99,3.39,GL,1679699220
427,laguna,38.421,-121.4238,16.16,30,0,4.12,US,1679699221
428,kloulklubed,7.0419,134.2556,27.28,79,93,8.91,PW,1679699221
429,bismil,37.8486,40.6658,12.06,86,95,1.08,TR,1679699222
430,kahului,20.8947,-156.47,28.25,66,20,4.12,US,1679699223
431,ibra,22.6906,58.5334,19.65,68,0,2.67,OM,1679699223
432,milkovo,54.7167,158.6167,-10.62,80,100,2.97,RU,1679699224
433,lorengau,-2.0226,147.2712,29.02,65,91,2.93,PG,1679699225
434,harper,4.375,-7.7169,26.4,87,100,2.96,LR,1679699225
435,colac,-38.3333,143.5833,13.43,80,79,2.34,AU,1679699226
436,ranau,5.9538,116.6641,21.3,95,93,0.23,MY,1679699226
437,muros,42.7762,-9.0603,12.69,86,5,3.06,ES,1679699227
438,georgiyevka,43.0369,74.7114,3.02,87,0,1.0,KZ,1679699227
439,leningradskiy,69.3833,178.4167,-20.68,82,51,1.75,RU,1679699228
440,cairns,-16.9167,145.7667,28.37,85,40,4.63,AU,1679699060
441,wonthaggi,-38.6044,145.5913,17.12,64,98,4.07,AU,1679699229
442,bagan,54.1001,77.6646,-6.98,89,73,3.47,RU,1679699230
443,arrecife,28.963,-13.5477,20.99,28,0,6.17,ES,1679699230
444,kasempa,-13.4584,25.8338,16.89,98,97,2.18,ZM,1679699231
445,biak,-0.9131,122.8766,25.53,82,87,0.2,ID,1679699232
446,lavrentiya,65.5833,-171.0,-18.9,80,47,1.75,RU,1679699232
447,angoche,-16.2325,39.9086,24.29,89,63,3.64,MZ,1679699232
448,mogok,22.9167,96.5,14.86,46,0,0.7,MM,1679699233
449,surt,31.2089,16.5887,15.84,69,0,3.35,LY,1679698989
450,nuuk,64.1835,-51.7216,-7.66,79,75,7.72,GL,1679699234
451,pampa,35.5362,-100.9599,16.02,33,29,5.66,US,1679699034
452,pangnirtung,66.1451,-65.7125,-24.09,90,28,2.44,CA,1679699235
453,asau,46.4333,26.4,7.51,68,99,2.49,RO,1679699236
454,untsukul,42.7115,46.7866,9.14,74,97,1.26,RU,1679699236
455,tokmak,47.2514,35.7058,9.09,88,81,3.05,UA,1679699237
456,chumikan,54.7183,135.315,-12.09,84,68,8.0,RU,1679699237
457,pemberton,50.3164,-122.8027,6.59,54,100,1.6,CA,1679699238
458,sharjah,25.3573,55.4033,20.99,68,40,2.57,AE,1679699051
459,warrnambool,-38.3833,142.4833,15.74,70,60,5.14,AU,1679699149
460,kedougou,12.5579,-12.1743,29.88,24,11,1.21,SN,1679699239
461,farah,32.5,62.5,11.48,46,32,1.31,AF,1679699240
462,dunedin,-45.8742,170.5036,16.24,69,99,4.45,NZ,1679699004
463,mae chan,20.1467,99.8526,20.13,47,1,1.16,TH,1679699241
464,ghugus,19.9333,79.1333,28.53,49,43,2.31,IN,1679699241
465,freeport,40.6576,-73.5832,12.77,61,0,3.09,US,1679699242
466,hannibal,39.7084,-91.3585,8.04,87,100,2.57,US,1679699061
467,lubao,14.9167,120.55,28.84,82,6,1.94,PH,1679699244
468,nioro,13.35,-15.75,25.28,41,2,3.51,GM,1679699245
469,salalah,17.0151,54.0924,25.05,78,0,2.06,OM,1679699246
470,balete,14.0198,121.0951,25.48,85,29,1.85,PH,1679699246
471,namibe,-15.1961,12.1522,23.87,77,92,2.56,AO,1679699247
472,najran,17.4924,44.1277,22.11,49,25,0.65,SA,1679699248
473,buchanan,5.8808,-10.0467,26.25,89,67,1.94,LR,1679699249
474,geraldton,-28.7667,114.6,19.23,88,78,2.57,AU,1679699249
475,benguela,-12.5763,13.4055,25.81,81,26,1.98,AO,1679699250
476,tyazhinskiy,56.116,88.524,-2.99,81,100,8.35,RU,1679699250
477,makakilo city,21.3469,-158.0858,27.18,69,0,4.12,US,1679699251
478,bathsheba,13.2167,-59.5167,26.34,69,20,6.17,BB,1679699251
479,ponta do sol,32.6667,-17.1,18.35,68,13,2.54,PT,1679699252
480,carnarvon,-24.8667,113.6333,23.98,81,4,4.17,AU,1679699252
481,midland,31.9974,-102.0779,20.45,13,0,14.4,US,1679698977
482,chernoistochinsk,57.7364,59.8719,3.01,88,67,5.5,RU,1679699253
483,ust-kut,56.7938,105.7672,-11.61,97,86,1.89,RU,1679699255
484,payyannur,12.1,75.2,23.46,82,82,1.62,IN,1679699256
485,brookhaven,31.5791,-90.4407,22.91,76,44,6.66,US,1679699015
486,magadan,59.5667,150.8,-15.26,66,8,1.72,RU,1679699256
487,ende,-8.8432,121.6623,26.04,85,37,1.2,ID,1679699257
488,dhidhdhoo,6.8833,73.1,27.97,69,100,1.94,MV,1679699257
489,areosa,41.7178,-8.8571,10.83,86,4,1.46,PT,1679699258
490,belz,47.6751,-3.168,10.79,90,90,4.02,FR,1679699258
491,paracatu,-17.2222,-46.8747,23.76,59,48,1.83,BR,1679699152
492,wajir,1.7471,40.0573,28.16,65,58,4.17,KE,1679699259
493,itapetinga,-15.2489,-40.2478,23.4,70,33,2.87,BR,1679699259
494,iqaluit,63.7506,-68.5145,-20.73,76,100,1.47,CA,1679699260
495,mulege,26.8833,-111.9833,18.98,42,0,4.62,MX,1679699260
496,summerland,49.5998,-119.6691,5.99,58,100,1.87,CA,1679699260
497,laurel,39.0993,-76.8483,9.3,89,100,2.57,US,1679699116
498,neya,58.2972,43.8681,1.78,99,100,2.89,RU,1679699261
499,samokov,42.3333,23.55,5.81,69,66,2.15,BG,1679699261
500,yibin,28.7667,104.6238,12.46,89,100,2.16,CN,1679699262
501,nerchinskiy zavod,51.3088,119.61,-23.26,99,86,1.0,RU,1679699262
502,oriximina,-1.7656,-55.8661,24.75,83,55,0.71,BR,1679699263
503,khilok,51.3674,110.4676,-16.04,95,26,1.67,RU,1679699263
504,palasa,18.7667,84.4167,24.86,83,2,2.27,IN,1679699263
505,tungor,53.3808,142.9564,-9.19,80,91,6.22,RU,1679699264
506,la ronge,55.1001,-105.2842,-6.12,77,100,2.32,CA,1679699264
507,koygorodok,60.445,50.9968,0.37,99,100,0.98,RU,1679699264
508,veraval,20.9,70.3667,22.87,67,0,3.38,IN,1679699265
509,mabaruma,8.2,-59.7833,23.86,82,100,2.08,GY,1679699265
510,oregon city,45.3573,-122.6068,8.73,83,100,2.57,US,1679699000
511,sovetskiy,61.3614,63.5842,1.91,99,100,3.27,RU,1679699266
512,bonthe,7.5264,-12.505,24.89,83,11,3.33,SL,1679699266
513,brae,60.3964,-1.353,4.44,67,100,10.18,GB,1679699266
514,garowe,8.4054,48.4845,24.46,78,80,5.77,SO,1679699267
515,manavalakurichi,8.1333,77.3,25.8,84,93,1.17,IN,1679699267
516,minot,48.2325,-101.2963,2.12,69,0,2.57,US,1679699188
517,saint-augustin,51.226,-58.6502,-1.43,76,100,5.75,CA,1679699268
518,piopio,-38.4667,175.0167,16.43,66,81,2.15,NZ,1679699268
519,port hedland,-20.3167,118.5667,27.03,100,55,2.06,AU,1679699269
520,nikki,9.9401,3.2108,29.1,33,100,5.1,BJ,1679699269
521,iwamizawa,43.2003,141.7597,1.92,55,59,0.19,JP,1679699270
522,dehloran,32.6941,47.2679,18.95,55,2,1.36,IR,1679699270
523,ylivieska,64.0833,24.55,-10.85,99,99,1.98,FI,1679699271
524,husavik,66.0449,-17.3389,-5.15,87,100,1.95,IS,1679699271
525,ayan,56.45,138.1667,-8.59,70,5,4.04,RU,1679699272
526,imeni poliny osipenko,52.4201,136.4853,-13.49,93,68,2.64,RU,1679699272
527,batagay-alyta,67.8006,130.4114,-16.18,86,100,2.01,RU,1679699273
528,puri,19.8,85.85,25.29,82,5,4.07,IN,1679699048
529,moindou,-21.6924,165.677,27.27,61,95,1.21,NC,1679699274
530,boffa,10.1667,-14.0333,24.72,78,24,1.48,GN,1679699274
531,key west,24.5557,-81.7826,27.0,80,0,6.17,US,1679699189
532,kaniama,-7.5667,24.1833,18.96,97,100,0.52,CD,1679699275
533,roald,62.5833,6.1333,3.2,60,100,10.8,NO,1679699275
534,hovd,48.0056,91.6419,-5.99,43,3,0.19,MN,1679699275
535,whitehorse,60.7161,-135.0538,3.43,53,75,3.09,CA,1679699178
536,jinchang,38.4953,102.1739,1.95,40,0,1.69,CN,1679699276
537,ucluelet,48.9329,-125.5528,9.49,71,100,4.02,CA,1679699195
538,pouembout,-21.1333,164.9,28.87,58,99,2.01,NC,1679699277
539,harlingen,26.1906,-97.6961,37.25,31,0,3.6,US,1679699109
540,springfield,37.2153,-93.2982,11.21,96,100,4.02,US,1679699055
541,port shepstone,-30.7414,30.455,23.58,87,100,7.89,ZA,1679699277
542,goianesia,-15.3175,-49.1175,23.4,72,45,0.89,BR,1679699278
543,obo,5.3998,26.4869,26.36,45,52,1.76,CF,1679699278
544,ulaanbaatar,47.9077,106.8832,-21.93,77,0,1.0,MN,1679699199
545,morant bay,17.8815,-76.4093,27.06,77,10,4.01,JM,1679699279
546,exu,-7.5119,-39.7242,24.49,55,76,0.53,BR,1679699279
547,mananjary,-21.2167,48.3333,23.15,88,67,1.56,MG,1679699279
548,conde,-7.2597,-34.9075,26.7,78,0,2.06,BR,1679699280
549,banyo,6.75,11.8167,19.12,93,100,2.15,CM,1679699281
550,pareora,-44.4871,171.2132,17.5,69,100,3.95,NZ,1679699281
551,suba,10.8438,121.0102,27.63,82,72,6.63,PH,1679699282
552,poronaysk,49.2167,143.1167,-5.65,72,3,3.85,RU,1679699282
553,guantanamo,20.1444,-75.2092,28.59,57,2,3.55,CU,1679699283
554,talen,23.5667,76.7167,21.77,43,0,2.87,IN,1679699283
555,nyagan,62.1406,65.3936,1.26,99,100,2.51,RU,1679699284
556,urumqi,43.801,87.6005,2.53,52,0,1.0,CN,1679699284
557,thohoyandou,-22.9456,30.485,17.77,83,78,1.07,ZA,1679699285
558,abeokuta,7.15,3.35,26.78,79,99,2.99,NG,1679699285
559,north bend,43.4065,-124.2243,8.93,76,100,4.63,US,1679699117
560,ambilobe,-13.2,49.05,23.55,90,99,1.05,MG,1679699287
561,andra,62.5147,65.8878,0.87,98,100,2.91,RU,1679699287
